sourcePath,sha256,unchanged,pages,textCharacters,signals,reviewScope,disposition
assets/downloads/01_woek_sdgs_agenda2030_referenzrahmen_detailkonzept_v1_0 2.pdf,db8798c06f399f13255daa25d0d6773af3baeb4f49fa1bddc3fd2c58377bbe52,True,8,21786,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/09_woek_wirtschaft_unternehmen_resiliente_wertschoepfungsketten_einkauf_detailkonzept_v1_0.pdf,a855ac1f6ceda8adbc620808d8b5cdf038ea29c6538401609c64e2bb45a1f7b2,True,12,34266,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/10_woek_wirtschaft_unternehmen_wirkungscontrolling_detailkonzept_v1_0 2.pdf,952710579d4065987ad6a67602528ccff59e9b01429d74ed62c2c6c94b6c51cc,True,11,29256,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/10_woek_wirtschaft_unternehmen_wirkungscontrolling_detailkonzept_v1_0.pdf,e38e4caaf69cd4e3d70b1d6f34581872d1075909cc333f2ffce77973fb3b7a09,True,11,29251,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/11_woek_wirtschaft_unternehmen_produktentwicklung_produktscorecards_dpp_detailkonzept_v1_0 2.pdf,d98c99acfe2b1b9057c1e84d725cb0cbaf4badf76207c64e821c2a9df4e8676c,True,11,30760,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/11_woek_wirtschaft_unternehmen_produktentwicklung_produktscorecards_dpp_detailkonzept_v1_0.pdf,9f1506bd4f209728d0bb633f03d671ea933192e222ec601d75cbcb124594a444,True,11,30735,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/12_woek_wirtschaft_unternehmen_marketing_vertrieb_fuenftes_p_planet_detailkonzept_v1_0 2.pdf,8e734f09ad9317ab65d2b0e77cbad5a5c36dfcafdf3331d47884fd47c4d5657e,True,10,23983,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/12_woek_wirtschaft_unternehmen_marketing_vertrieb_fuenftes_p_planet_detailkonzept_v1_0.pdf,bd524f9a975a22512555b7e1081599797e2524870819490a987edf4d95b6a851,True,10,23983,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/13_woek_wirtschaft_unternehmen_bilanz_finanzierung_finanzkommunikation_nach_wirkung_detailkonzept_v1_0 2.pdf,888892bee04a8761283d07c6cb15036fe1ce570a24fe9012ef15dda4b23d4bb7,True,10,22642,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/13_woek_wirtschaft_unternehmen_bilanz_finanzierung_finanzkommunikation_nach_wirkung_detailkonzept_v1_0.pdf,85dcca39654046cb609a5cc4c9c17c806da7efb7c52ed34c28bb31f1f5143a06,True,10,22642,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/14_woek_wirtschaft_unternehmen_transformation_kmu_tauglichkeit_uebergangspfade_detailkonzept_v1_0 2.pdf,151b3dd2a3e63843ee4393237a42bd9a6fc675a10a11908a90f433e77c8d1b27,True,10,20816,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/14_woek_wirtschaft_unternehmen_transformation_kmu_tauglichkeit_uebergangspfade_detailkonzept_v1_0.pdf,0ab17896399fbda9765f7e8382e3a783a79b6ffcc45b07ade552abcb71c05b4f,True,8,18710,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/15_woek_produkte_konsum_produkte-als-wirkungstraeger-lebenszyklus_detailkonzept_v1_0 2.pdf,f22bfb1b2174e20508fa788fcd34edb0c350ea482de74c36762cb19ab9619526,True,7,18087,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/15_woek_produkte_konsum_produkte-als-wirkungstraeger-lebenszyklus_detailkonzept_v1_0.pdf,a96525f934cf3868f3e2002dc807862e8bfaf6afdc90bff9e57dc0d4033ee07e,True,7,18087,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/15_woek_produkte_konsum_produkte-als-wirkungstraeger-lebenszyklus_detailkonzept_v1_1.pdf,0c0c13d621153065d753d89992bb55dfb0190cee768c007dfe830d0c9a3f5fdf,True,9,17824,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/16_woek_produkte_konsum_wirkungsumsatzsteuer-produktwirkungssteuer_detailkonzept_v1_0 2.pdf,80bc910e468b9ff6389a1d3c869c0a9d303d7a14f91889434ed8b4d77f727c64,True,7,16145,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/16_woek_produkte_konsum_wirkungsumsatzsteuer-produktwirkungssteuer_detailkonzept_v1_0.pdf,9fc997c59b94ef7f9278a250ad68f8512618eb76c701897eaed62182c5a00f5d,True,7,16145,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/16_woek_produkte_konsum_wirkungsumsatzsteuer-produktwirkungssteuer_detailkonzept_v1_1.pdf,e9656abd05edb6a248f29f774f91b0c9664e46076f8686d51d8ef8e828df4128,True,8,16557,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/17_woek_produkte_konsum_produktscorecards-reverse-merit-order-digitale-produktpaesse_detailkonzept_v1_0 2.pdf,45dff9dd43d85b93f9c187364b8b455220246cff76cf61204ece37d1a8689550,True,8,17342,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/17_woek_produkte_konsum_produktscorecards-reverse-merit-order-digitale-produktpaesse_detailkonzept_v1_0.pdf,ec070edf4dbbf5401d501a8bf72c1fc2c60ac8b776ad612f592129b58254258f,True,8,17342,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/17_woek_produkte_konsum_produktscorecards-reverse-merit-order-digitale-produktpaesse_detailkonzept_v1_1.pdf,0acd300cc77ca6d49ffa63c1c79605809a12ef8a2dda449a678f4daf8696ee22,True,8,16866,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/18_woek_produkte_konsum_apfelbeispiel_produktwirkungsrechnung_detailkonzept_v1_0 2.pdf,38876e791348e6b43f722b343befb0218f5a02aa2dd3714d10f93e57840b652a,True,8,24969,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/18_woek_produkte_konsum_apfelbeispiel_produktwirkungsrechnung_detailkonzept_v1_0.pdf,df2b86f5c2bfff7baeccc41469976ba9d172109c2714368f375f50f27f684e34,True,10,24967,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/18_woek_produkte_konsum_apfelbeispiel_produktwirkungsrechnung_detailkonzept_v1_1.pdf,d137cf6e41fcb2654c1995ce94210a5ab7d1f2e630cf361d229a55b807f109dd,True,13,25960,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/19_woek_produkte_konsum_lieferketten_importlogik_wirkungsvorsteuer_detailkonzept_v1_0 2.pdf,4399dbde84518befbdc78f8b08dd25f1d7bd4fcd79517230357f9a5440b13fbe,True,8,21669,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/19_woek_produkte_konsum_lieferketten_importlogik_wirkungsvorsteuer_detailkonzept_v1_0.pdf,fad20c0d9b55216732a4886653ba67a8190254ffe64256f4332b656b6964be87,True,10,21668,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/19_woek_produkte_konsum_lieferketten_importlogik_wirkungsvorsteuer_detailkonzept_v1_1.pdf,adb8043d446997bb9cc8ec268e549ef4341117aa8466b854f9bedf4f574011dd,True,12,22628,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/20_woek_produkte_konsum_konzernbeispiel_csrd_produktscorecard_detailkonzept_v1_0 2.pdf,0be22d06b4a3e78fd6dc72a22948aa8aa63deb6b1d5d4c745f4379fbcf74cdb7,True,8,20756,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/20_woek_produkte_konsum_konzernbeispiel_csrd_produktscorecard_detailkonzept_v1_0.pdf,90ca9521b1a855696a79e086c7ac5407a5345098ddf245fff05a7040a304f927,True,9,20755,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/20_woek_produkte_konsum_konzernbeispiel_csrd_produktscorecard_detailkonzept_v1_1.pdf,fe24761453029978b180e3028f5fc45bc024cec8abf464d2d8fe71094486dcd2,True,11,21293,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/21_woek_impact_controlling_woek_ids_indikatorenarchitektur_methodenpapier_v1_0 2.pdf,4057c382d26221b3b61bb9897fe43d9ac69af1cf752805a866669375dd1308a6,True,9,21505,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/21_woek_impact_controlling_woek_ids_indikatorenarchitektur_methodenpapier_v1_0.pdf,9971108c62242d8e15b8075c675febacbfa2c897477cc2b163bc0546aa3c2c9e,True,9,21505,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/22_woek_impact_controlling_scorecards_benchmarks_nwi_methodenpapier_v1_0 2.pdf,d3565eee0144f036f2184dd3f9b395f3b05d4bd11dd8e44514229b196864e7aa,True,9,18951,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/22_woek_impact_controlling_scorecards_benchmarks_nwi_methodenpapier_v1_0.pdf,55d30559309b75e6411e6bf73429b44fad1ddf0d48eb1b8d31fef53129713667,True,9,18951,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0 2.pdf,d8752f59e980a1df06058a66611c6b5a9b957265f37247c5f7f733026f81f9a4,True,9,19577,8,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,8ac09fb8c45962ee9d9c4b9145a7af0ef94f14cc2bec897afcc1a834f87f70cc,True,9,19547,8,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_1.pdf,ee50af8fd726fc8155c7f35d4d6f4e7db609dee068eb3ec4afd17e28047ad9c9,True,6,10626,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/24_woek_staat_recht_demokratie_wirkung_als_rechtsprinzip_wstg_detailkonzept_v1_0 2.pdf,3436b06b5a9b95b7b196d67de75540d9428e63bb85a41c52cadcfdc090784460,True,6,12363,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/24_woek_staat_recht_demokratie_wirkung_als_rechtsprinzip_wstg_detailkonzept_v1_0.pdf,4b68c03b9f851c294e0546e5f682ebfd6d2ac43f30f8f8a81c5b654f6dd5b4ca,True,7,12488,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/25_woek_staat_recht_demokratie_wirkungshaushalt_wirkungsfolgenabschaetzung_detailkonzept_v1_0 2.pdf,bf3b83bf8c5dd34ce6ff063db03e49a59ea998a4a9d28dc1bebbcccb72d54c92,True,6,11616,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/25_woek_staat_recht_demokratie_wirkungshaushalt_wirkungsfolgenabschaetzung_detailkonzept_v1_0.pdf,8da7cd9c16034f5c77d7b9cb16972c7c1db912af5b135c7f1a42d1c2fa23efe4,True,7,11741,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/26_woek_staat_recht_demokratie_wirkungsrat_governance_rechtsschutz_detailkonzept_v1_0 2.pdf,fbe7f13ab99511ef9475a1190b1c4f609354f79d871573d3b138889b564bccfc,True,6,11086,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/26_woek_staat_recht_demokratie_wirkungsrat_governance_rechtsschutz_detailkonzept_v1_0.pdf,327623ffa0c275f6ee35b0d5fc389e3c65481275725e80b655ac766697f8338b,True,7,11213,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/27_woek_staat_recht_demokratie_staat_als_wirkungsarchitektur_resilienzstaat_detailkonzept_v1_0 2.pdf,b00514bcd9391855f065e065c5665519defb8ffaa39e97eb033855988f27051f,True,7,13939,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/27_woek_staat_recht_demokratie_staat_als_wirkungsarchitektur_resilienzstaat_detailkonzept_v1_0.pdf,9e4e69351769345741be73cbb2d93a1352a78f73f08389ae36036815beaa5f8d,True,7,13938,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/28_woek_staat_recht_demokratie_grundrechte_verhaeltnismaessigkeit_technokratieschutz_detailkonzept_v1_0 2.pdf,a9090029d1433db03a53bd6af734598115f48b49870198e35dfdc8f7b2a477a9,True,6,12725,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/28_woek_staat_recht_demokratie_grundrechte_verhaeltnismaessigkeit_technokratieschutz_detailkonzept_v1_0.pdf,efbe5f707564b0dd88e7c85e5d5110a7799c25fb5a8bee080208fcdb93393c38,True,7,12851,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/29_woek_staat_recht_demokratie_demokratie_rechtsstaat_sdgplus_wirkungsraum_detailkonzept_v1_0 2.pdf,4ca013a1f2be3b57f74536536893c397c657a63f232035a484d9bd8ee6acdb88,True,6,14248,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/29_woek_staat_recht_demokratie_demokratie_rechtsstaat_sdgplus_wirkungsraum_detailkonzept_v1_0.pdf,a135950f240d071e793518b1c2924f7c541e9662f4b8459becc101fb5cfea8e5,True,8,14498,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0 2.pdf,4e90011c2932ba0262990d7642e7d1ef83c4d5e27ed9cfea50dbb07235bcccad,True,7,20040,3,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0.pdf,fbf17ddd4d640e80ce91131acdf7807d9a2b52d558937181871d4224ec7cf97d,True,7,18551,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0 2.pdf,1a683628e42f0c6c551e33f43c2d4cd5038e8b3cdb7e0458f02abb9ad1de5565,True,7,17977,3,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0.pdf,781482491791795c774e25b7c9a6e3cce0012f5887e13eaed7a1f963775066d0,True,7,16989,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/32_woek_finanzsystem_kapital_portfolio_banken_versicherungen_kapitalzugang_detailkonzept_v1_0 2.pdf,cd95cddef0976895fa8e5adee9365ba1be64d044c4876ba313d40fd54c7a91ed,True,5,16324,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/32_woek_finanzsystem_kapital_portfolio_banken_versicherungen_kapitalzugang_detailkonzept_v1_0.pdf,3b5642df725383e85b9eb5872fe7df5160ed41b843855cb588edc17df1ae5c0e,True,7,16495,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/33_woek_finanzsystem_kapital_esg_ratings_boersen_impact_exchange_detailkonzept_v1_0 2.pdf,ce3e1d7b4d69269c4e048f18ebea804c1caa6055bb04516ec88588329e11e10c,True,6,13522,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/33_woek_finanzsystem_kapital_esg_ratings_boersen_impact_exchange_detailkonzept_v1_0.pdf,41cbd530dcd55c95cf0a65ea9992e7b26c3da7c45ea312b9881fac7e3f32fbdc,True,6,13522,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/34_woek_finanzsystem_kapital_buergerinnenfonds_wirkungsrente_kapitalteilhabe_detailkonzept_v1_0 2.pdf,ed09723e7822d768e9eee3df3e2e0b142420a32750a4c5ac3c14ae0b9888c62b,True,6,13854,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/34_woek_finanzsystem_kapital_buergerinnenfonds_wirkungsrente_kapitalteilhabe_detailkonzept_v1_0.pdf,7e889df9d4c880d1efc51f4a170c3de73b0ed725fc8827a8d8887544c63b6143,True,6,13854,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0 2.pdf,f5826fc214ed8a820842be37b0c958a073a1c4260a1538c99cfd49592d61595b,True,6,14516,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0.pdf,4271b4c7d685a2c10781a3bff2342527f34544ae2a6a1b959b105f0b4ed07918,True,6,14516,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/arbeitspapier_folgencheck_wirkungspolitische_sprache_v0_1.pdf,25cdd08c5ccb74c7d66ba9dc94d8895de5094783858f44d02602878fb547fd3d,True,21,78996,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/exports/sdg-sdgplus/woek_sdg_sdgplus_referenzrahmen_vertiefungskonzept_lesefassung_v0_3.pdf,e9c75ba2be9680ca2b55927195afcd8aaf7b05bcae44de6b7b544e1b713ea439,True,36,68885,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/grundlagen/woemm-2.0-referenzfassung.pdf,1450cb5c1955f0451909333009249c75b86d9328c16aa4f82c0a4e7723c7b896,True,98,186997,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/grundlagen/woems-2.0-referenzfassung.pdf,10820c06a12ae6c072175abc8f01acb4d7dfc6fb9823add7469b31af58bfd57a,True,387,620312,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/impact-controlling-einfach-erklaert.pdf,9a4301b89a7e945b3b9b7b10b59b31d3ce6a6bf35c2e65cd5ff2a5dca8a3b34a,True,33,17248,1,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,Historical text preserved; current references and dated addenda apply
assets/downloads/kommunaler_wirkungsindex_kwi_diskussionspapier_1_0.pdf,85a82e43f9fad1e3dcdfd16ab048cd60e597a1a0364cd092fd2a5dba48912d21,True,60,128336,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
