sourcePath,url,rule,page,context,status,contextReview,reviewNote
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,5,"e Wirkungen abgezogen, rote Linien geprüft und Datenqualität bewertet. Erst auf dieser Grundlage wird ein monetärer oder teilmonetärer Wirkungswert gebildet. Anschließend wird der Transformationsmultiplikator angewandt. Eine vereinfachte Arbeitsformel lautet: T-SROI = (geprüfte Netto-Wirkung × Transformationsmultiplikator × Resilienzfaktor × Datenqualitätsvertrauen) / Ressourceneinsatz. Diese Formel ist kein starres Gesetz. Sie beschreibt die L",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,5,dieser Grundlage wird ein monetärer oder teilmonetärer Wirkungswert gebildet. Anschließend wird der Transformationsmultiplikator angewandt. Eine vereinfachte Arbeitsformel lautet: T-SROI = (geprüfte Netto-Wirkung × Transformationsmultiplikator × Resilienzfaktor × Datenqualitätsvertrauen) / Ressourceneinsatz. Diese Formel ist kein starres Gesetz. Sie beschreibt die Logik. Je nach Anwendungsfeld können die Faktoren anders operationalisiert werden. Entscheidend ist: Ohne gepr,CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,6,"t. Sie sind Teil der Berechnung. Schwere negative Wirkungen begrenzen oder verhindern einen positiven T-SROI. Damit schützt der T-SROI vor Wirkungs- Simulation und Impact-Washing. Transformationsmultiplikator Der Transformationsmultiplikator ist das Kernmerkmal des T-SROI. Er beschreibt, ob eine Maßnahme über ihre direkte Wirkung hinaus Systempfade verändert. Ein Projekt mit mäßiger direkter Wirkung kann hohen Transformationswert haben, wenn es",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,6,"Schwere negative Wirkungen begrenzen oder verhindern einen positiven T-SROI. Damit schützt der T-SROI vor Wirkungs- Simulation und Impact-Washing. Transformationsmultiplikator Der Transformationsmultiplikator ist das Kernmerkmal des T-SROI. Er beschreibt, ob eine Maßnahme über ihre direkte Wirkung hinaus Systempfade verändert. Ein Projekt mit mäßiger direkter Wirkung kann hohen Transformationswert haben, wenn es einen neuen Standard setzt. Umge",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,6,"enkung Verschiebt es Investitionsflüsse? 1,0 bis 2,0 Resilienz Reduziert es Systemrisiken und Reparaturkosten? 1,0 bis 1,8 rote Linien Gibt es nicht kompensierbare Negativwirkung? Multiplikator deckeln oder T-SROI verweigern Daten, Scorecards und Monetarisierung T-SROI braucht Daten, aber nicht jede Wirkung lässt sich seriös monetarisieren. Manche Wirkungen können in Euro ausgedrückt werden: vermiedene Energiekosten, CO2-Preise, Gesundheitskosten, Ausfallzeiten, Sanierungsersparnisse. Andere Wirkungen si",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_0.pdf,TRANSFORMATION_MULTIPLIER,7,"ltslogik getroffen werden. Grenzen, Unsicherheit und Assurance T-SROI ist anspruchsvoll und anfällig für Überdehnung. Wer alles monetarisieren will, erzeugt Scheingenauigkeit. Wer Transformationsmultiplikatoren frei setzt, erzeugt Impact-Washing. Wer Unsicherheit verschweigt, verliert Vertrauen. Deshalb braucht T-SROI eine Qualitätssystematik: Annahmen offenlegen, Datenqualität bewerten, Gegenwirkungen prüfen, rote Linien beachten, externe Assu",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_1.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/23_woek_impact_controlling_t_sroi_transformationsmessung_methodenpapier_v1_1.pdf,TRANSFORMATION_MULTIPLIER,2,"e statistische Konfidenzgrenze. Dieses Dokument ist die aktuelle Rechenfassung für T-SROI. Frühere Darstellungen mit frei gesetzten Transformations-, Resilienz- oder Datenqualitätsmultiplikatoren sind keine aktuelle T-SROI-Rechnung. Transformation wird als eigener belegter Nutzenstrom erfasst; Datenqualität ist eine Prüfbedingung, kein Aufschlagsfaktor. Was vorher feststehen muss - Bewertungsgegenstand, Vergleichsfall und Entscheidung festlegen: Investition,",CONTEXT_REVIEWED,EXPLICIT_REJECTION_OF_OLD_MULTIPLIER,Die Stelle verwirft freie Multiplikatoren ausdrücklich und entspricht der aktuellen Rechenlogik.
assets/downloads/30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,1,"llen und die Entwicklungsgeschichte zugänglich. Es ist kein aktueller fachlicher Maßstab und keine Grundlage für reale Entscheidungen. Was daran nicht mehr gilt Verweise auf einen Transformationsmultiplikator sind verworfen. Im aktuellen Rechenstandard ist transformative Wirkung ein separat belegter und diskontierter Nettonutzenstrom, kein Aufschlagsfaktor. Die aktuelle T-SROI-Rechnung verwendet keine freien Transformations-, Resilienz- oder Da",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,1,"nsmultiplikator sind verworfen. Im aktuellen Rechenstandard ist transformative Wirkung ein separat belegter und diskontierter Nettonutzenstrom, kein Aufschlagsfaktor. Die aktuelle T-SROI-Rechnung verwendet keine freien Transformations-, Resilienz- oder Datenqualitätsmultiplikatoren. Datenqualität, Unsicherheit und Resilienz werden dokumentiert, geprüft und in Sensitivitäten behandelt. Ein positiver Wert setzt eine abgegrenzte, kausal belegte Bilanz und ein offenes Schutz-Gate voraus. Wohin für den aktuellen S",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__30_woek_finanzsystem_kapital_kapitalwirkung_statt_kapitalrendite_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,4," Merit Order, rote Linien 5. Netto-Wirkung Welche positive Netto-Wirkung bleibt? NWI, Portfolio-Wirkungsindex 6. Transformation Verändert der Kapitalfluss Pfade oder nur Symptome? T-SROI, Transformationsmultiplikator 7. Rückkopplung Wie wirkt das Ergebnis auf Zins, Steuer, Förderung, Versicherung? WStG, Wirkungsfonds, Kreditkonditionen Daten, Indikatoren und Kapitalwirkungsindex Der Kapitalwirkungsindex ist kein isoliertes Rating, sondern eine Zu",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,1,"llen und die Entwicklungsgeschichte zugänglich. Es ist kein aktueller fachlicher Maßstab und keine Grundlage für reale Entscheidungen. Was daran nicht mehr gilt Verweise auf einen Transformationsmultiplikator sind verworfen. Im aktuellen Rechenstandard ist transformative Wirkung ein separat belegter und diskontierter Nettonutzenstrom, kein Aufschlagsfaktor. Die aktuelle T-SROI-Rechnung verwendet keine freien Transformations-, Resilienz- oder Da",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,1,"nsmultiplikator sind verworfen. Im aktuellen Rechenstandard ist transformative Wirkung ein separat belegter und diskontierter Nettonutzenstrom, kein Aufschlagsfaktor. Die aktuelle T-SROI-Rechnung verwendet keine freien Transformations-, Resilienz- oder Datenqualitätsmultiplikatoren. Datenqualität, Unsicherheit und Resilienz werden dokumentiert, geprüft und in Sensitivitäten behandelt. Ein positiver Wert setzt eine abgegrenzte, kausal belegte Bilanz und ein offenes Schutz-Gate voraus. Wohin für den aktuellen S",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__31_woek_finanzsystem_kapital_wirkungsfonds_dacharchitektur_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,5,"logik. Der Simulator sollte nicht behaupten, exakte Wahrheit zu liefern. Er soll Wirkpfade transparent machen: Mittelzufluss, Wirkungsziel, Datenqualität, erwartete Netto-Wirkung, Transformationsmultiplikator, Rückfluss an Fonds oder Gesellschaft und Risikoabschlag. Parameter Beschreibung Beispiel Mittelzufluss Kapital, Steueranteil, Co-Investment oder Maluszahlung 10 Mio. Euro Wohnfonds Zielwirkung konkretes Wirkungsziel im MPD-Rahmen Warmmiet",CONTEXT_REVIEWED,EXISTING_HISTORICAL_COVER,Vorgeschaltete historische Einordnung verwirft alte Multiplikatorlogik und verweist auf den aktuellen Standard.
assets/downloads/35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0 2.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0.2.pdf,TRANSFORMATION_MULTIPLIER,4,"essungsgrundlagen angewendet wird. Er ersetzt nicht jede Steuerart, sondern ergänzt ihre Richtung. Steuerbereich Möglicher WÖk-Faktor Ziel der Rückkopplung Körperschaftsteuer NWI-/Transformationsfaktor Gewinne aus positiver Wirkung entlasten, Externalisierung verteuern Gewerbesteuer kommunaler Standortwirkungsfaktor lokale Resilienz, gute Arbeit und Infrastrukturwirkung belohnen Kapitalerträge Portfolio-Wirkungsfaktor Kapitalwirkung von ",CONTEXT_REVIEWED,DIFFERENT_FACTOR_CONTEXT,Die Stelle beschreibt einen vorgeschlagenen Steuerfaktor; daraus folgt noch keine falsche T-SROI-Formel.
assets/downloads/35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__35_woek_finanzsystem_kapital_steuer_abgabenarchitektur_kapital_detailkonzept_v1_0.pdf,TRANSFORMATION_MULTIPLIER,5,"essungsgrundlagen angewendet wird. Er ersetzt nicht jede Steuerart, sondern ergänzt ihre Richtung. Steuerbereich Möglicher WÖk-Faktor Ziel der Rückkopplung Körperschaftsteuer NWI-/Transformationsfaktor Gewinne aus positiver Wirkung entlasten, Externalisierung verteuern Gewerbesteuer kommunaler Standortwirkungsfaktor lokale Resilienz, gute Arbeit und Infrastrukturwirkung belohnen Kapitalerträge Portfolio-Wirkungsfaktor Kapitalwirkung von ",CONTEXT_REVIEWED,DIFFERENT_FACTOR_CONTEXT,Die Stelle beschreibt einen vorgeschlagenen Steuerfaktor; daraus folgt noch keine falsche T-SROI-Formel.
assets/downloads/arbeitspapier_folgencheck_wirkungspolitische_sprache_v0_1.pdf,https://github.com/sustynats/wirkungsoekonomie.de/releases/download/woek-public-assets-v2/assets__downloads__arbeitspapier_folgencheck_wirkungspolitische_sprache_v0_1.pdf,LANGUAGE_ACTIVE_INGREDIENT_LITERAL,19," Faktencheck bleibt notwendig, reicht aber nicht aus. Er schützt Wahrheit, aber nicht automatisch die Resonanzräume, in denen Wahrheit politisch wirksam werden muss. 2. Politische Sprache ist ein Wirkstoff. Sie verändert Wahrnehmung, Zugehörigkeit, Vertrauen, Angst und Handlungsschwellen, auch wenn sie keine eindeutig falsche Tatsachenbehauptung enthält.",CONTEXT_REVIEWED,ADDITIONAL_DATED_ERRATUM_20260906,Fundstelle durch das separate PDF-Erratum vom 6. September 2026 präzisiert. Historisches Original bleibt erhalten; keine vollständige Neubegutachtung des Werks.
